START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,Starting_Date,Time,Start_Hour,Minutes,Round_Trip,Months,WEEKDAYS,Ride_duration
,,Business,Cary,Raleigh,8.6,Errand/Supplies,,,,,no,,,
,,Business,Raleigh,Morrisville,9.0,Errand/Supplies,,,,,no,,,
,,Business,Morrisville,Cary,3.1,Errand/Supplies,,,,,no,,,
,,Business,Cary,Morrisville,8.4,Temporary Site,,,,,no,,,
,,Business,Kenner,New Orleans,12.8,NOT,,,,,no,,,
,,Business,CBD,Bywater,4.5,NOT,,,,,no,,,
,,Business,New Orleans,Chalmette,11.8,Between Offices,,,,,no,,,
,,Business,Chalmette,Arabi,1.1,Errand/Supplies,,,,,no,,,
,,Business,Arabi,Metairie,17.0,Meal/Entertain,,,,,no,,,
,,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,,,,,yes,,,
,,Business,Metairie,New Orleans,15.5,Meeting,,,,,no,,,
,,Business,Storyville,Marigny,1.6,NOT,,,,,no,,,
,,Business,Marigny,Storyville,1.5,NOT,,,,,no,,,
,,Business,New Orleans,Kenner,12.6,Meeting,,,,,no,,,
,,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,NOT,,,,,yes,,,
,,Business,Kenner,Kenner,2.2,NOT,,,,,yes,,,
,,Business,Kenner,New Orleans,13.0,NOT,,,,,no,,,
,,Business,New Orleans,Covington,46.9,NOT,,,,,no,,,
,,Business,Covington,Covington,2.5,NOT,,,,,yes,,,
,,Business,Covington,Covington,8.6,NOT,,,,,yes,,,
,,Business,Covington,Covington,5.2,NOT,,,,,yes,,,
,,Business,Covington,Covington,7.6,NOT,,,,,yes,,,
,,Business,Covington,Covington,1.8,NOT,,,,,yes,,,
,,Business,Covington,Mandeville,4.7,NOT,,,,,no,,,
,,Business,Mandeville,Mandeville,2.8,NOT,,,,,yes,,,
,,Business,Mandeville,Metairie,30.0,NOT,,,,,no,,,
,,Business,Metairie,Kenner,4.4,NOT,,,,,no,,,
,,Business,Jamestown Court,Jamestown Court,1.0,NOT,,,,,yes,,,
,,Business,Morrisville,Cary,8.2,Customer Visit,,,,,no,,,
,,Business,Cary,Durham,10.4,Meeting,,,,,no,,,
,,Business,Durham,Cary,9.9,Meeting,,,,,no,,,
,,Business,Cary,Morrisville,7.3,NOT,,,,,no,,,
,,Business,Morrisville,Cary,7.4,NOT,,,,,no,,,
,,Business,Whitebridge,Westpark Place,1.6,NOT,,,,,no,,,
,,Business,Westpark Place,Whitebridge,1.8,NOT,,,,,no,,,
,,Business,Cary,Durham,10.4,Meeting,,,,,no,,,
,,Business,Durham,Cary,9.9,Meeting,,,,,no,,,
,,Business,Cary,Durham,9.9,Meeting,,,,,no,,,
2016-07-01 00:00:00,2016-07-01 00:25:00,Business,Durham,Cary,9.9,Meeting,2016-07-01,0.0,,0 days 00:25:00,no,Jul,Friday,25.0
2016-07-01 09:34:00,2016-07-01 09:57:00,Business,Cary,Raleigh,13.3,Meeting,2016-07-01,9.0,Morning,0 days 00:23:00,no,Jul,Friday,23.0
2016-07-01 12:36:00,2016-07-01 13:00:00,Business,Raleigh,Cary,11.3,Meeting,2016-07-01,13.0,Afternoon,0 days 00:24:00,no,Jul,Friday,24.0
2016-07-01 20:06:00,2016-07-01 20:24:00,Business,Cary,Durham,10.5,Meeting,2016-07-01,20.0,Night,0 days 00:18:00,no,Jul,Friday,18.0
2016-07-01 23:48:00,2016-07-02 00:09:00,Business,Durham,Cary,9.9,Meeting,2016-07-01,0.0,,0 days 00:21:00,no,Jul,Friday,21.0
2016-07-02 20:18:00,2016-07-02 20:36:00,Business,Cary,Durham,10.1,Meeting,2016-07-02,20.0,Night,0 days 00:18:00,no,Jul,Saturday,18.0
2016-07-02 23:48:00,2016-07-03 00:12:00,Business,Durham,Cary,9.9,Meeting,2016-07-02,0.0,,0 days 00:24:00,no,Jul,Saturday,24.0
2016-07-03 00:28:00,2016-07-03 00:38:00,Business,Cary,Morrisville,3.1,Errand/Supplies,2016-07-03,0.0,,0 days 00:10:00,no,Jul,Sunday,10.0
2016-07-03 03:02:00,2016-07-03 03:08:00,Business,Morrisville,Cary,3.1,Errand/Supplies,2016-07-03,3.0,Morning,0 days 00:06:00,no,Jul,Sunday,6.0
2016-07-03 20:00:00,2016-07-03 20:18:00,Business,Cary,Durham,9.9,Meeting,2016-07-03,20.0,Night,0 days 00:18:00,no,Jul,Sunday,18.0
2016-07-04 00:32:00,2016-07-04 00:47:00,Business,Durham,Cary,9.9,Meeting,2016-07-04,0.0,,0 days 00:15:00,no,Jul,Monday,15.0
2016-07-04 17:31:00,2016-07-04 17:49:00,Business,Whitebridge,Summerwinds,8.8,Meeting,2016-07-04,17.0,Evening,0 days 00:18:00,no,Jul,Monday,18.0
2016-07-04 18:23:00,2016-07-04 18:49:00,Business,Summerwinds,Whitebridge,8.7,Temporary Site,2016-07-04,18.0,Evening,0 days 00:26:00,no,Jul,Monday,26.0
2016-07-04 20:00:00,2016-07-04 20:17:00,Business,Cary,Durham,11.8,Meeting,2016-07-04,20.0,Night,0 days 00:17:00,no,Jul,Monday,17.0
2016-07-05 00:00:00,2016-07-05 00:05:00,Business,Parkwood,Parkwood,1.2,Errand/Supplies,2016-07-05,0.0,,0 days 00:05:00,yes,Jul,Tuesday,5.0
2016-07-05 00:08:00,2016-07-05 00:28:00,Business,Durham,Cary,9.9,Meeting,2016-07-05,0.0,,0 days 00:20:00,no,Jul,Tuesday,20.0
2016-07-05 16:48:00,2016-07-05 16:52:00,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,2016-07-05,16.0,Evening,0 days 00:04:00,yes,Jul,Tuesday,4.0
2016-07-05 20:06:00,2016-07-05 20:26:00,Business,Cary,Durham,9.9,NOT,2016-07-05,20.0,Night,0 days 00:20:00,no,Jul,Tuesday,20.0
2016-07-05 22:41:00,2016-07-05 23:02:00,Business,Durham,Morrisville,8.6,NOT,2016-07-05,23.0,Night,0 days 00:21:00,no,Jul,Tuesday,21.0
2016-07-06 00:33:00,2016-07-06 00:53:00,Business,Morrisville,Cary,6.3,Meal/Entertain,2016-07-06,0.0,,0 days 00:20:00,no,Jul,Wednesday,20.0
2016-07-06 09:06:00,2016-07-06 09:25:00,Business,Cary,Durham,9.9,Meeting,2016-07-06,9.0,Morning,0 days 00:19:00,no,Jul,Wednesday,19.0
2016-07-06 12:48:00,2016-07-06 13:08:00,Business,Durham,Cary,9.9,NOT,2016-07-06,13.0,Afternoon,0 days 00:20:00,no,Jul,Wednesday,20.0
2016-07-06 20:04:00,2016-07-06 20:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,2016-07-06,20.0,Night,0 days 00:10:00,no,Jul,Wednesday,10.0
2016-07-06 23:46:00,2016-07-06 23:59:00,Business,Morrisville,Cary,3.1,Customer Visit,2016-07-06,23.0,Night,0 days 00:13:00,no,Jul,Wednesday,13.0
2016-07-07 08:22:00,2016-07-07 08:50:00,Business,Cary,Morrisville,7.9,Temporary Site,2016-07-07,8.0,Morning,0 days 00:28:00,no,Jul,Thursday,28.0
2016-07-07 10:27:00,2016-07-07 10:33:00,Business,Morrisville,Cary,8.9,NOT,2016-07-07,10.0,Morning,0 days 00:06:00,no,Jul,Thursday,6.0
2016-07-07 12:59:00,2016-07-07 13:35:00,Business,Kenner,New Orleans,12.8,NOT,2016-07-07,13.0,Afternoon,0 days 00:36:00,no,Jul,Thursday,36.0
2016-07-08 09:50:00,2016-07-08 10:13:00,Business,CBD,Pontchartrain Beach,7.7,NOT,2016-07-08,10.0,Morning,0 days 00:23:00,no,Jul,Friday,23.0
2016-07-08 10:51:00,2016-07-08 11:12:00,Business,Pontchartrain Beach,CBD,7.0,NOT,2016-07-08,11.0,Afternoon,0 days 00:21:00,no,Jul,Friday,21.0
2016-07-08 13:48:00,2016-07-08 14:11:00,Business,New Orleans,Metairie,12.5,NOT,2016-07-08,14.0,Afternoon,0 days 00:23:00,no,Jul,Friday,23.0
2016-07-08 17:11:00,2016-07-08 17:30:00,Business,Kenner,New Orleans,13.2,NOT,2016-07-08,17.0,Evening,0 days 00:19:00,no,Jul,Friday,19.0
2016-07-09 09:03:00,2016-07-09 09:46:00,Business,New Orleans,Kenner,13.0,NOT,2016-07-09,9.0,Morning,0 days 00:43:00,no,Jul,Saturday,43.0
2016-07-09 09:52:00,2016-07-09 10:06:00,Business,Kenner,Metairie,4.9,NOT,2016-07-09,10.0,Morning,0 days 00:14:00,no,Jul,Saturday,14.0
2016-07-09 10:15:00,2016-07-09 10:33:00,Business,Metairie,New Orleans,8.5,NOT,2016-07-09,10.0,Morning,0 days 00:18:00,no,Jul,Saturday,18.0
2016-07-10 14:10:00,2016-07-10 14:17:00,Business,CBD,St Thomas,1.3,NOT,2016-07-10,14.0,Afternoon,0 days 00:07:00,no,Jul,Sunday,7.0
2016-07-10 16:04:00,2016-07-10 16:15:00,Business,St Thomas,CBD,1.8,NOT,2016-07-10,16.0,Evening,0 days 00:11:00,no,Jul,Sunday,11.0
2016-07-10 18:05:00,2016-07-10 18:21:00,Business,New Orleans,Kenner,13.6,NOT,2016-07-10,18.0,Evening,0 days 00:16:00,no,Jul,Sunday,16.0
2016-07-10 19:51:00,2016-07-10 20:08:00,Business,Kenner,New Orleans,13.4,NOT,2016-07-10,20.0,Night,0 days 00:17:00,no,Jul,Sunday,17.0
2016-07-12 16:10:00,2016-07-12 16:45:00,Business,New Orleans,Kenner,12.3,NOT,2016-07-12,16.0,Evening,0 days 00:35:00,no,Jul,Tuesday,35.0
2016-07-12 19:21:00,2016-07-12 19:26:00,Personal,Kenner,Kenner,1.4,NOT,2016-07-12,19.0,Evening,0 days 00:05:00,yes,Jul,Tuesday,5.0
2016-07-12 23:47:00,,Personal,Morrisville,Cary,8.7,NOT,2016-07-12,,,,no,Jul,Tuesday,
,,Personal,Cary,Morrisville,23.5,NOT,,,,,no,,,
,,Personal,Morrisville,Morrisville,2.2,NOT,,,,,yes,,,
,,Personal,Morrisville,Cary,4.4,NOT,,,,,no,,,
,,Personal,Cary,Morrisville,3.3,NOT,,,,,no,,,
,,Business,Morrisville,Morrisville,11.8,Errand/Supplies,,,,,yes,,,
,,Business,Morrisville,Banner Elk,195.3,NOT,,,,,no,,,
,,Personal,Banner Elk,Banner Elk,8.3,NOT,,,,,yes,,,
,,Personal,Banner Elk,Banner Elk,3.2,NOT,,,,,yes,,,
,,Personal,Banner Elk,Elk Park,22.4,NOT,,,,,no,,,
,,Personal,Elk Park,Banner Elk,12.2,NOT,,,,,no,,,
,,Personal,Banner Elk,Banner Elk,4.5,NOT,,,,,yes,,,
,,Personal,Banner Elk,Newland,28.1,NOT,,,,,no,,,
,,Personal,Newland,Newland,3.8,NOT,,,,,yes,,,
,,Personal,Newland,Boone,41.9,NOT,,,,,no,,,
,,Personal,Boone,Banner Elk,23.8,NOT,,,,,no,,,
,,Personal,Banner Elk,Banner Elk,13.0,NOT,,,,,yes,,,
,,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,,,,,yes,,,
,,Personal,Banner Elk,Boone,15.1,Charity ($),,,,,no,,,
,,Personal,Boone,Cary,180.2,Commute,,,,,no,,,
,,Personal,Cary,Morrisville,4.1,Moving,,,,,no,,,
,,Personal,Morrisville,Cary,6.1,Moving,,,,,no,,,
,,Personal,Northwoods,Preston,3.3,Moving,,,,,no,,,
,,Personal,Preston,Whitebridge,4.7,Moving,,,,,no,,,
,,Business,Cary,Apex,7.2,Meeting,,,,,no,,,
,,Business,Apex,Cary,5.5,Meal/Entertain,,,,,no,,,
,,Business,Cary,Morrisville,3.3,Meal/Entertain,,,,,no,,,
,,Business,Hazelwood,Weston,0.9,Errand/Supplies,,,,,no,,,
,,Business,Morrisville,Cary,3.8,Meal/Entertain,,,,,no,,,
,,Business,Whitebridge,Stonewater,6.4,Customer Visit,,,,,no,,,
,,Business,Stonewater,Lexington Park at Amberly,3.0,Meeting,,,,,no,,,
,,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,,,,,no,,,
,,Business,Whitebridge,Chessington,3.9,Errand/Supplies,,,,,no,,,
,,Personal,Chessington,Whitebridge,4.8,NOT,,,,,no,,,
,,Personal,Whitebridge,Edgehill Farms,2.8,NOT,,,,,no,,,
,,Personal,Edgehill Farms,Preston,1.4,NOT,,,,,no,,,
,,Personal,Preston,Whitebridge,1.4,NOT,,,,,no,,,
,,Business,Whitebridge,Edgehill Farms,2.7,NOT,,,,,no,,,
,,Business,Edgehill Farms,Burtrose,2.3,NOT,,,,,no,,,
,,Business,Cary,Morrisville,3.7,NOT,,,,,no,,,
,,Business,Morrisville,Cary,2.9,NOT,,,,,no,,,
,,Business,Cary,Morrisville,3.8,NOT,,,,,no,,,
,,Business,Morrisville,Cary,5.1,NOT,,,,,no,,,
,,Business,Hazelwood,Lexington Park at Amberly,9.1,NOT,,,,,no,,,
,,Business,Cary,Durham,8.0,NOT,,,,,no,,,
,,Business,Durham,Cary,9.9,Meeting,,,,,no,,,
,,Business,Cary,Morrisville,6.1,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,12.2,NOT,,,,,no,,,
,,Business,Wayne Ridge,Whitebridge,8.0,NOT,,,,,no,,,
,,Business,Cary,Morrisville,4.0,NOT,,,,,no,,,
,,Business,Morrisville,Cary,9.5,NOT,,,,,no,,,
,,Business,Cary,Morrisville,3.0,NOT,,,,,no,,,
,,Business,Morrisville,Cary,6.3,NOT,,,,,no,,,
,,Business,Cary,Durham,10.4,Meeting,,,,,no,,,
,,Business,Durham,Cary,9.9,Meeting,,,,,no,,,
,,Business,Whitebridge,Parkway,1.5,NOT,,,,,no,,,
,,Business,Cary,Morrisville,4.9,NOT,,,,,no,,,
,,Business,Morrisville,Cary,7.9,NOT,,,,,no,,,
,,Business,Parkway,Whitebridge,1.7,NOT,,,,,no,,,
,,Business,Whitebridge,Westpark Place,2.2,NOT,,,,,no,,,
,,Business,Westpark Place,Whitebridge,2.1,NOT,,,,,no,,,
,,Business,Cary,Morrisville,2.5,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,2.5,Meal/Entertain,,,,,no,,,
,,Business,Cary,Morrisville,2.8,NOT,,,,,no,,,
,,Business,Morrisville,Raleigh,14.7,NOT,,,,,no,,,
,,Business,Raleigh,Morrisville,14.6,NOT,,,,,no,,,
,,Business,Morrisville,Cary,2.3,NOT,,,,,no,,,
,,Business,Whitebridge,Westpark Place,2.2,NOT,,,,,no,,,
,,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,,,,,no,,,
,,Business,Cary,Durham,14.0,NOT,,,,,no,,,
,,Business,Durham,Cary,13.3,NOT,,,,,no,,,
,,Business,Westpark Place,Whitebridge,1.8,NOT,,,,,no,,,
2016-08-01 12:47:00,2016-08-01 13:04:00,Business,Whitebridge,Arlington Park at Amberly,6.2,NOT,2016-08-01,13.0,Afternoon,0 days 00:17:00,no,Aug,Monday,17.0
2016-08-01 13:08:00,2016-08-01 13:19:00,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,NOT,2016-08-01,13.0,Afternoon,0 days 00:11:00,no,Aug,Monday,11.0
2016-08-01 13:28:00,2016-08-01 13:46:00,Business,Lexington Park at Amberly,Westpark Place,1.9,NOT,2016-08-01,13.0,Afternoon,0 days 00:18:00,no,Aug,Monday,18.0
2016-08-01 13:52:00,2016-08-01 14:14:00,Business,Cary,Apex,6.9,NOT,2016-08-01,14.0,Afternoon,0 days 00:22:00,no,Aug,Monday,22.0
2016-08-01 15:40:00,2016-08-01 15:47:00,Business,Apex,Cary,4.6,NOT,2016-08-01,15.0,Afternoon,0 days 00:07:00,no,Aug,Monday,7.0
2016-08-01 16:18:00,2016-08-01 16:25:00,Business,Whitebridge,Edgehill Farms,2.8,NOT,2016-08-01,16.0,Evening,0 days 00:07:00,no,Aug,Monday,7.0
2016-08-01 16:29:00,2016-08-01 16:59:00,Business,Cary,Morrisville,9.1,NOT,2016-08-01,16.0,Evening,0 days 00:30:00,no,Aug,Monday,30.0
2016-08-01 17:23:00,2016-08-01 17:55:00,Business,Morrisville,Cary,8.1,NOT,2016-08-01,17.0,Evening,0 days 00:32:00,no,Aug,Monday,32.0
2016-08-02 08:11:00,2016-08-02 08:32:00,Business,Cary,Morrisville,8.4,Meeting,2016-08-02,8.0,Morning,0 days 00:21:00,no,Aug,Tuesday,21.0
2016-08-02 11:51:00,2016-08-02 12:15:00,Business,Arlington,Washington,4.9,NOT,2016-08-02,12.0,Afternoon,0 days 00:24:00,no,Aug,Tuesday,24.0
2016-08-02 19:15:00,2016-08-02 19:23:00,Business,Kalorama Triangle,K Street,1.0,NOT,2016-08-02,19.0,Evening,0 days 00:08:00,no,Aug,Tuesday,8.0
2016-08-02 21:23:00,2016-08-02 21:29:00,Business,K Street,Kalorama Triangle,1.0,NOT,2016-08-02,21.0,Night,0 days 00:06:00,no,Aug,Tuesday,6.0
2016-08-03 12:46:00,2016-08-03 13:00:00,Business,West End,Northwest Rectangle,2.0,NOT,2016-08-03,13.0,Afternoon,0 days 00:14:00,no,Aug,Wednesday,14.0
2016-08-03 14:59:00,2016-08-03 15:03:00,Business,K Street,Kalorama Triangle,1.1,NOT,2016-08-03,15.0,Afternoon,0 days 00:04:00,no,Aug,Wednesday,4.0
2016-08-03 16:00:00,2016-08-03 16:04:00,Business,Kalorama Triangle,Downtown,1.5,NOT,2016-08-03,16.0,Evening,0 days 00:04:00,no,Aug,Wednesday,4.0
2016-08-05 17:23:00,2016-08-05 17:30:00,Business,Connecticut Avenue,Kalorama Triangle,1.3,NOT,2016-08-05,17.0,Evening,0 days 00:07:00,no,Aug,Friday,7.0
2016-08-05 18:17:00,2016-08-05 18:21:00,Business,Kalorama Triangle,Columbia Heights,1.8,NOT,2016-08-05,18.0,Evening,0 days 00:04:00,no,Aug,Friday,4.0
2016-08-05 19:17:00,2016-08-05 19:27:00,Business,Columbia Heights,Kalorama Triangle,1.5,NOT,2016-08-05,19.0,Evening,0 days 00:10:00,no,Aug,Friday,10.0
2016-08-06 06:40:00,2016-08-06 06:58:00,Business,Washington,Arlington,6.6,NOT,2016-08-06,6.0,Morning,0 days 00:18:00,no,Aug,Saturday,18.0
2016-08-06 09:31:00,2016-08-06 09:53:00,Business,Morrisville,Cary,8.0,NOT,2016-08-06,9.0,Morning,0 days 00:22:00,no,Aug,Saturday,22.0
2016-08-07 17:14:00,2016-08-07 17:23:00,Business,Whitebridge,Edgehill Farms,2.7,NOT,2016-08-07,17.0,Evening,0 days 00:09:00,no,Aug,Sunday,9.0
2016-08-07 17:28:00,2016-08-07 17:43:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,2016-08-07,17.0,Evening,0 days 00:15:00,no,Aug,Sunday,15.0
2016-08-07 18:17:00,2016-08-07 18:23:00,Business,Cary,Morrisville,2.5,NOT,2016-08-07,18.0,Evening,0 days 00:06:00,no,Aug,Sunday,6.0
2016-08-07 20:15:00,2016-08-07 20:23:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016-08-07,20.0,Night,0 days 00:08:00,no,Aug,Sunday,8.0
2016-08-08 16:17:00,2016-08-08 16:31:00,Business,Whitebridge,Farmington Woods,5.2,NOT,2016-08-08,16.0,Evening,0 days 00:14:00,no,Aug,Monday,14.0
2016-08-08 16:37:00,2016-08-08 16:50:00,Business,Farmington Woods,Edgehill Farms,4.0,NOT,2016-08-08,16.0,Evening,0 days 00:13:00,no,Aug,Monday,13.0
2016-08-08 17:02:00,2016-08-08 17:13:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,2016-08-08,17.0,Evening,0 days 00:11:00,no,Aug,Monday,11.0
2016-08-08 21:50:00,2016-08-08 22:15:00,Business,Cary,Morrisville,4.8,NOT,2016-08-08,22.0,Night,0 days 00:25:00,no,Aug,Monday,25.0
2016-08-08 23:28:00,2016-08-08 23:37:00,Business,Morrisville,Cary,3.2,Customer Visit,2016-08-08,23.0,Night,0 days 00:09:00,no,Aug,Monday,9.0
2016-08-09 14:20:00,2016-08-09 14:38:00,Business,Whitebridge,Waverly Place,6.9,NOT,2016-08-09,14.0,Afternoon,0 days 00:18:00,no,Aug,Tuesday,18.0
2016-08-09 15:15:00,2016-08-09 15:36:00,Business,Cary,Raleigh,14.9,NOT,2016-08-09,15.0,Afternoon,0 days 00:21:00,no,Aug,Tuesday,21.0
2016-08-09 16:04:00,2016-08-09 16:37:00,Business,Raleigh,Cary,17.4,NOT,2016-08-09,16.0,Evening,0 days 00:33:00,no,Aug,Tuesday,33.0
2016-08-10 16:56:00,2016-08-10 17:24:00,Business,Cary,Durham,12.9,NOT,2016-08-10,17.0,Evening,0 days 00:28:00,no,Aug,Wednesday,28.0
2016-08-10 17:53:00,2016-08-10 18:28:00,Business,Durham,Apex,15.3,NOT,2016-08-10,18.0,Evening,0 days 00:35:00,no,Aug,Wednesday,35.0
2016-08-10 18:49:00,2016-08-10 18:50:00,Business,Apex,Apex,1.0,NOT,2016-08-10,18.0,Evening,0 days 00:01:00,yes,Aug,Wednesday,1.0
2016-08-10 19:47:00,2016-08-10 20:02:00,Business,Apex,Cary,6.0,NOT,2016-08-10,20.0,Night,0 days 00:15:00,no,Aug,Wednesday,15.0
2016-08-11 12:53:00,2016-08-11 13:00:00,Business,Whitebridge,Heritage Pines,2.2,NOT,2016-08-11,13.0,Afternoon,0 days 00:07:00,no,Aug,Thursday,7.0
2016-08-11 13:14:00,2016-08-11 13:28:00,Business,Heritage Pines,Edgehill Farms,4.4,NOT,2016-08-11,13.0,Afternoon,0 days 00:14:00,no,Aug,Thursday,14.0
2016-08-11 13:32:00,2016-08-11 13:42:00,Business,Edgehill Farms,Whitebridge,2.8,NOT,2016-08-11,13.0,Afternoon,0 days 00:10:00,no,Aug,Thursday,10.0
2016-08-11 18:37:00,2016-08-11 19:29:00,Business,Cary,Wake Forest,31.7,NOT,2016-08-11,19.0,Evening,0 days 00:52:00,no,Aug,Thursday,52.0
2016-08-11 20:59:00,2016-08-11 21:44:00,Business,Wake Forest,Cary,31.9,NOT,2016-08-11,21.0,Night,0 days 00:45:00,no,Aug,Thursday,45.0
2016-08-12 18:49:00,2016-08-12 18:52:00,Business,Whitebridge,Westpark Place,1.9,NOT,2016-08-12,18.0,Evening,0 days 00:03:00,no,Aug,Friday,3.0
2016-08-12 18:56:00,2016-08-12 19:05:00,Business,Westpark Place,Whitebridge,1.8,NOT,2016-08-12,19.0,Evening,0 days 00:09:00,no,Aug,Friday,9.0
,,Business,Cary,Morrisville,8.4,Meeting,,,,,no,,,
,,Business,R?walpindi,Unknown Location,15.6,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,14.1,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,15.7,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,25.9,Temporary Site,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,7.9,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,2.7,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,5.5,NOT,,,,,yes,,,
,,Business,Unknown Location,Islamabad,5.7,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,1.2,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,5.7,Temporary Site,,,,,no,,,
,,Business,Unknown Location,Unknown Location,16.2,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,2.6,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,12.1,NOT,,,,,yes,,,
,,Business,Unknown Location,R?walpindi,1.4,NOT,,,,,no,,,
,,Business,R?walpindi,Islamabad,6.4,NOT,,,,,no,,,
,,Business,Islamabad,Unknown Location,7.3,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,5.3,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,5.5,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,7.7,Temporary Site,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,7.6,Temporary Site,,,,,yes,,,
,,Business,Unknown Location,Noorpur Shahan,7.6,NOT,,,,,no,,,
,,Business,Noorpur Shahan,Islamabad,3.3,NOT,,,,,no,,,
,,Business,Islamabad,R?walpindi,6.5,NOT,,,,,no,,,
,,Business,R?walpindi,Unknown Location,2.0,NOT,,,,,no,,,
,,Business,Unknown Location,Islamabad,5.7,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,3.2,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,12.5,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,7.6,Airport/Travel,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,7.7,NOT,,,,,yes,,,
,,Business,Unknown Location,Islamabad,12.2,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,1.4,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,20.2,NOT,,,,,no,,,
,,Business,Unknown Location,Islamabad,9.8,NOT,,,,,no,,,
,,Business,Islamabad,Unknown Location,6.3,NOT,,,,,no,,,
,,Business,Unknown Location,Islamabad,4.9,NOT,,,,,no,,,
,,Business,Islamabad,Islamabad,1.5,NOT,,,,,yes,,,
,,Business,Islamabad,Unknown Location,10.9,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,19.0,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,19.0,NOT,,,,,yes,,,
,,Business,Unknown Location,R?walpindi,7.9,NOT,,,,,no,,,
,,Business,R?walpindi,R?walpindi,4.1,NOT,,,,,yes,,,
,,Business,R?walpindi,Unknown Location,18.7,NOT,,,,,no,,,
,,Business,Unknown Location,Noorpur Shahan,8.7,NOT,,,,,no,,,
,,Business,Noorpur Shahan,Unknown Location,7.5,NOT,,,,,no,,,
,,Business,Unknown Location,Noorpur Shahan,7.7,NOT,,,,,no,,,
,,Business,Noorpur Shahan,Islamabad,4.4,NOT,,,,,no,,,
,,Business,Islamabad,Unknown Location,5.0,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,1.9,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,7.9,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,17.7,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,25.2,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,96.2,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,35.0,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,5.5,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,50.4,NOT,,,,,yes,,,
,,Business,Unknown Location,Lahore,9.2,NOT,,,,,no,,,
,,Business,Lahore,Unknown Location,7.3,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,5.0,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,3.8,NOT,,,,,yes,,,
,,Business,Unknown Location,Lahore,3.9,NOT,,,,,no,,,
,,Business,Lahore,Lahore,7.4,NOT,,,,,yes,,,
,,Business,Lahore,Lahore,1.5,NOT,,,,,yes,,,
,,Business,Lahore,Unknown Location,7.9,NOT,,,,,no,,,
,,Business,Unknown Location,Lahore,2.9,NOT,,,,,no,,,
,,Business,Lahore,Lahore,3.4,NOT,,,,,yes,,,
,,Business,Lahore,Lahore,3.8,NOT,,,,,yes,,,
,,Business,Lahore,Unknown Location,5.9,NOT,,,,,no,,,
,,Business,Unknown Location,Lahore,9.6,NOT,,,,,no,,,
,,Business,Lahore,Lahore,7.0,NOT,,,,,yes,,,
,,Business,Lahore,Lahore,0.9,NOT,,,,,yes,,,
,,Business,Lahore,Unknown Location,86.6,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,156.9,NOT,,,,,yes,,,
